job_number,address,address_house,address_street,latitude,longitude,ycoord,xcoord,bin,bbl,boro,block,lot,dob_type,job_type,job_description,dcp_occ_category,occ_init,occ_prop,dob_occ_init,dob_occ_prop,dcp_status,dob_status,status_date,status_a,status_a_year,status_d,status_p,status_q,status_q_year,status_r,status_x,dob_bldg_type,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_net_complete,units_net_incomplete,earliest_effectivedate,latest_effectivedate,latest_certtype,latest_cofo,u_2007_existtotal,u_2008_existtotal,u_2009_existtotal,u_2010pre_existtotal,u_2010post_existtotal,u_2011_existtotal,u_2012_existtotal,u_2013_existtotal,u_2014_existtotal,u_2015_existtotal,u_2016_existtotal,u_2017_existtotal,u_2018_existtotal,unit_change_2007,unit_change_2008,unit_change_2009,unit_change_preapr2010,unit_change_postapr2010,unit_change_2011,unit_change_2012,unit_change_2013,unit_change_2014,unit_change_2015,unit_change_2016,unit_change_2017,unit_change_2018,u_2007_netcomplete,u_2008_netcomplete,u_2009_netcomplete,u_2010pre_netcomplete,u_2010post_netcomplete,u_2011_netcomplete,u_2012_netcomplete,u_2013_netcomplete,u_2014_netcomplete,u_2015_netcomplete,u_2016_netcomplete,u_2017_netcomplete,u_2018_netcomplete,geo_cd,geo_ntacode,geo_ntaname,geo_censusblock,geo_csd,f_pfirms2015_100yr,x_dcpedited,x_mixeduse,x_dup_flag,x_dup_id,x_dup_maxstatusdate,x_dup_maxcofodate,x_geomsource,x_occsource,x_inactive,x_outlier,x_withdrawal,geom
420044384,200-23 45TH ROAD,200-23,45TH ROAD,40.756176,-73.781853,,,4125181,4055420004,QUEENS,05542,00042,NB,New Building,DETACHED ONE CAR GARAGE FILED IN CONJUNCTION WITH NB#420042554,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,06/08/2011 12:00:00 AM,06/30/2009,2009,06/30/2009,12/03/2009,2010-01-27,1-27,12/22/2010,06/08/2011,1-2-3 FAMILY,0,1,0,352,0,,,,,2011-06-08,2011-06-08,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420301783,200-22 46TH AVENUE,200-22,46TH AVENUE,40.754857,-73.781070,,,4125487,4055570006,QUEENS,05557,00062,NB,New Building,"PROPOSED NEW 2 STORY, FRAME BLDG. OVER EXISTING CELLAR FOUNDATION.",Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,05/31/2012 12:00:00 AM,12/29/2010,2010,12/29/2010,02/18/2011,2011-04-13,4-13,05/13/2011,05/31/2012,1-2-3 FAMILY,0,2,0,2465,0,2,2,2,0,2012-05-31,2012-05-31,C- CO,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420315359,200-22 46TH AVENUE,200-22,46TH AVENUE,40.754857,-73.781070,,,4125487,4055570006,QUEENS,05557,00062,NB,New Building,PROPOSED NEW ONE STORY MASONRY GARAGE,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,09/05/2012 12:00:00 AM,01/13/2011,2011,01/13/2011,07/06/2011,2011-08-04,8-04,06/18/2012,09/05/2012,1-2-3 FAMILY,0,1,0,300,0,,,,,2012-09-05,2012-09-05,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
421176453,202-39 47 AVENUE,202-39,47 AVENUE,40.753930,-73.778937,,,4125522,4055580003,QUEENS,05558,00036,NB,New Building,NEW DETACHED TWO STORY TWO FAMILY DWELLING.,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,11/17/2017 12:00:00 AM,09/17/2015,2015,09/17/2015,03/08/2016,2016-04-18,4-18,09/13/2016,11/17/2017,1-2-3 FAMILY,0,2,0,2695,0,2,2,2,0,2017-11-17,2017-11-17,C- CO,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,,,,,,,,,,,,,,,false,,0,
421208730,202-39 47 AVENUE,202-39,47 AVENUE,40.753930,-73.778937,,,4125522,4055580003,QUEENS,05558,00036,NB,New Building,NEW ONE (1) CAR GARAGE.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,11/16/2017 12:00:00 AM,09/22/2015,2015,09/22/2015,03/14/2016,2016-04-18,4-18,01/19/2017,11/16/2017,1-2-3 FAMILY,0,1,0,320,0,0,0,0,0,2017-11-16,2017-11-16,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
410005863,49-23 166 STREET,49-23,166 STREET,40.748474,-73.801818,,,4125728,4055690002,QUEENS,05569,00025,NB,New Building,,Other,Empty Lot,"Industrial, Storage & Utilities",,B-2,Complete,SIGNED OFF,10/02/2009 12:00:00 AM,09/20/2007,2007,09/21/2007,10/01/2007,2007-11-27,1-27,11/27/2007,10/02/2009,1-2-3 FAMILY,0,1,0,0,0,,,,,2009-10-02,2009-10-02,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
410062024,49-23 166 STREET,49-23,166 STREET,40.748474,-73.801818,,,4125728,4055690002,QUEENS,05569,00025,NB,New Building,,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,10/02/2009 12:00:00 AM,02/04/2008,2008,02/06/2008,04/02/2008,2008-06-06,6-06,12/23/2008,10/02/2009,1-2-3 FAMILY,0,2,0,0,0,1,1,1,0,2009-10-02,2009-10-02,C- CO,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
402157429,173-48 EFFINGTON AVENUE,173-48,EFFINGTON AVENUE,40.749799,-73.793538,,,4126196,4055860002,QUEENS,05586,00029,NB,New Building,,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,06/13/2011 12:00:00 AM,06/21/2005,2005,08/04/2005,08/04/2005,2005-08-12,8-12,11/22/2005,06/13/2011,1-2-3 FAMILY,0,2,0,0,0,1,1,1,0,2011-06-13,2011-06-13,C- CO,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
402582736,173-48 EFFINGTON AVENUE,173-48,EFFINGTON AVENUE,40.749799,-73.793538,,,4126196,4055860002,QUEENS,05586,00029,NB,New Building,,Other,Empty Lot,"Industrial, Storage & Utilities",,B-2,Complete,SIGNED OFF,06/24/2011 12:00:00 AM,04/26/2007,2007,04/26/2007,05/10/2007,2007-06-14,6-14,06/14/2007,06/24/2011,1-2-3 FAMILY,0,1,0,0,0,,,,,2011-06-24,2011-06-24,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
402319807,175-33 56 AVENUE,175-33,56 AVENUE,40.742827,-73.793412,,,4126404,4055950000,QUEENS,05595,00001,NB,New Building,,Other,Empty Lot,"Industrial, Storage & Utilities",,B-2,Complete,SIGNED OFF,10/24/2008 12:00:00 AM,04/07/2006,2006,04/07/2006,04/07/2006,2006-06-01,6-01,06/01/2006,10/24/2008,1-2-3 FAMILY,0,1,0,0,0,1,1,0,0,2008-10-24,2008-10-24,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,false,,0,
402320038,175-33 56 AVENUE,175-33,56 AVENUE,40.742827,-73.793412,,,4126404,4055950000,QUEENS,05595,00001,NB,New Building,,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,10/23/2008 12:00:00 AM,04/07/2006,2006,04/07/2006,05/10/2006,2006-06-01,6-01,09/13/2006,10/23/2008,1-2-3 FAMILY,0,2,0,0,0,1,1,1,0,2008-10-23,2008-10-23,C- CO,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
402646348,189-17 48 AVENUE,189-17,48 AVENUE,40.749276,-73.789386,,,4126789,4056070003,QUEENS,05607,00030,NB,New Building,,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,07/14/2009 12:00:00 AM,08/07/2007,2007,08/08/2007,11/20/2007,2007-11-26,1-26,03/26/2008,07/14/2009,1-2-3 FAMILY,0,2,0,0,0,2,2,2,0,2009-07-14,2009-07-14,C- CO,2,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
410026902,189-17 48 AVENUE,189-17,48 AVENUE,40.749276,-73.789386,,,4126789,4056070003,QUEENS,05607,00030,NB,New Building,,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,08/10/2009 12:00:00 AM,11/07/2007,2007,11/13/2007,12/03/2007,2007-12-07,2-07,12/07/2007,08/10/2009,1-2-3 FAMILY,0,1,0,0,0,0,0,0,0,2009-08-10,2009-08-10,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420116261,48-08 192 STREET,48-08,192 STREET,40.749410,-73.787722,,,4127315,4056260000,QUEENS,05626,00008,NB,New Building,NEW BUILDING FOR 1 FAMILY HOUSE.,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,12/24/2014 12:00:00 AM,12/18/2009,2009,12/18/2009,05/02/2011,2011-05-02,5-02,02/10/2012,12/24/2014,1-2-3 FAMILY,0,3,0,2366,0,1,1,1,0,2014-12-24,2014-12-24,C- CO,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
420461798,4808 192 STREET,4808,192 STREET,40.749410,-73.787722,,,4127315,4056260000,QUEENS,05626,00008,NB,New Building,PROPOSE ONE CAR GARAGE,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,12/24/2014 12:00:00 AM,07/20/2011,2011,07/20/2011,11/01/2011,2012-06-20,6-20,06/20/2012,12/24/2014,1-2-3 FAMILY,0,1,0,270,0,,,,,2014-12-24,2014-12-24,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,1,
420015904,195-03 50TH AVE,195-03,50TH AVE,40.748934,-73.784201,,,4127405,4056310000,QUEENS,05631,00001,NB,New Building,DETACHED 2-STORY 2-FAMILY HOUSE,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,11/16/2010 12:00:00 AM,05/11/2009,2009,06/16/2009,07/14/2009,2009-07-30,7-30,11/04/2009,11/16/2010,1-2-3 FAMILY,0,2,0,3372,0,2,2,0,0,2010-11-16,2010-11-16,C- CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,false,,0,
420023593,195-03 50 AVE,195-03,50 AVE,40.748934,-73.784201,,,4127405,4056310000,QUEENS,05631,00001,NB,New Building,DETACHED ONE CAR GARAGE FILED IN CONJUNCTION WITH NB #420015904,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,11/03/2010 12:00:00 AM,06/01/2009,2009,06/01/2009,06/29/2009,2009-08-12,8-12,07/07/2010,11/03/2010,1-2-3 FAMILY,0,1,0,264,0,0,0,0,0,2010-11-03,2010-11-03,C- CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
402445868,196-55 49 AVENUE,196-55,49 AVENUE,40.750227,-73.782728,,,4127492,4056330005,QUEENS,05633,00050,NB,New Building,,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,12/26/2007 12:00:00 AM,08/24/2006,2006,08/30/2006,10/10/2006,2006-12-01,2-01,01/03/2007,12/26/2007,1-2-3 FAMILY,0,2,0,0,0,2,2,2,0,2007-12-26,2007-12-26,C- CO,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
402457658,196-55 49 AVENUE,196-55,49 AVENUE,40.750227,-73.782728,,,4127492,4056330005,QUEENS,05633,00050,NB,New Building,,Other,Empty Lot,"Industrial, Storage & Utilities",,B-2,Complete,SIGNED OFF,12/26/2007 12:00:00 AM,09/14/2006,2006,09/29/2006,10/06/2006,2006-12-01,2-01,12/01/2006,12/26/2007,1-2-3 FAMILY,0,1,0,0,0,2,2,2,0,2007-12-26,2007-12-26,C- CO,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
401766237,196-51 49 AVENUE,196-51,49 AVENUE,40.750227,-73.782731,,,4127493,4056330005,QUEENS,05633,00053,NB,New Building,,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,03/21/2007 12:00:00 AM,12/11/2003,2003,12/12/2003,03/24/2004,2004-04-06,4-06,05/19/2004,03/21/2007,1-2-3 FAMILY,0,2,0,0,0,2,2,2,0,2007-03-21,2007-03-21,C- CO,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
401860250,196-51 49 AVENUE,196-51,49 AVENUE,40.750227,-73.782731,,,4127493,4056330005,QUEENS,05633,00053,NB,New Building,,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,04/17/2007 12:00:00 AM,04/16/2004,2004,04/16/2004,05/05/2004,2004-06-25,6-25,06/25/2004,04/17/2007,OTHERS,0,1,0,0,0,2,2,2,0,2007-04-17,2007-04-17,C- CO,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
410185561,50-11 192ND ST.,50-11,192ND ST.,40.747704,-73.786894,,,4127596,4056460004,QUEENS,05646,00048,NB,New Building,"NEW (2) STORY, (2) FAMILY DWELLING",Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,12/22/2010 12:00:00 AM,10/29/2008,2008,12/23/2008,02/13/2009,2009-04-23,4-23,05/05/2009,12/22/2010,1-2-3 FAMILY,0,2,0,2500,0,2,2,0,0,2010-12-22,2010-12-22,C- CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,false,,0,
420037533,50-11 192ND ST.,50-11,192ND ST.,40.747704,-73.786894,,,4127596,4056460004,QUEENS,05646,00048,NB,New Building,NEW (1) CAR GARAGE,Other,Empty Lot,"Industrial, Storage & Utilities",,S-2,Complete,SIGNED OFF,01/05/2011 12:00:00 AM,03/27/2009,2009,03/31/2009,05/07/2009,2009-07-23,7-23,07/20/2010,01/05/2011,1-2-3 FAMILY,0,1,0,208,0,,,,,2011-01-05,2011-01-05,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
421184989,53-29 196 ST,53-29,196 ST,40.747257,-73.782665,,,4128021,4056670001,QUEENS,05667,00010,NB,New Building,PROPOSED A TWO STORY WITH ATTIC 3 FAMILY RESIDENTIAL BUILDING.,Residential,Empty Lot,Residential: Multi-Family,,R-2,Complete,SIGNED OFF,06/25/2018 12:00:00 AM,07/17/2015,2015,07/17/2015,10/23/2015,2016-06-24,6-24,01/06/2017,06/25/2018,1-2-3 FAMILY,0,2,0,4112,0,3,3,3,0,2018-06-25,2018-06-25,C- CO,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,,,,,,,,,,,,,,,false,,0,
421215214,53-29 196 ST,53-29,196 ST,40.747257,-73.782665,,,4128021,4056670001,QUEENS,05667,00010,NB,New Building,PROPOSED A NEW TWO CAR GARAGES.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,06/25/2018 12:00:00 AM,09/18/2015,2015,09/18/2015,12/28/2015,2017-05-09,5-09,07/19/2017,06/25/2018,1-2-3 FAMILY,0,1,0,393,0,,,,,2018-06-25,2018-06-25,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
402427557,56-18 197 STREET,56-18,197 STREET,40.745676,-73.779855,,,4128370,4056840004,QUEENS,05684,00042,NB,New Building,"AMENDMENT TO PW1,PW1A,PW1B AND CHANGES T O ARCHITECTURAL PLANS.SEE COMME T #16",Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,09/06/2007 12:00:00 AM,07/26/2006,2006,09/01/2006,09/21/2006,2006-09-22,9-22,11/13/2006,09/06/2007,1-2-3 FAMILY,0,2,0,0,0,2,2,2,0,2007-09-06,2007-09-06,C- CO,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
402482906,56-18 197 STREET,56-18,197 STREET,40.745676,-73.779855,,,4128370,4056840004,QUEENS,05684,00042,NB,New Building,,Other,Empty Lot,"Industrial, Storage & Utilities",,B-2,Complete,SIGNED OFF,08/30/2007 12:00:00 AM,10/27/2006,2006,10/27/2006,11/14/2006,2006-11-22,1-22,11/22/2006,08/30/2007,1-2-3 FAMILY,0,1,0,0,0,,,,,2007-08-30,2007-08-30,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
402584306,166-46 16 ROAD,166-46,16 ROAD,40.783424,-73.795908,,,4128727,4057350002,QUEENS,05735,00023,NB,New Building,,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,01/06/2009 12:00:00 AM,04/30/2007,2007,04/30/2007,06/12/2007,2007-10-25,0-25,11/07/2007,01/06/2009,1-2-3 FAMILY,0,2,0,0,0,2,2,2,0,2009-01-06,2009-01-06,C- CO,2,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,false,,2,
410104417,166-46 16 ROAD,166-46,16 ROAD,40.783424,-73.795908,,,4128727,4057350002,QUEENS,05735,00023,NB,New Building,FILING PLANS AND DOCUMENTS TO CONSTRUCT NEW ONE CAR CONCRETE BLOCK GARAGE.OBTAIN NEW C.O.,Other,Empty Lot,"Industrial, Storage & Utilities",,B-2,Complete,SIGNED OFF,01/15/2009 12:00:00 AM,04/25/2008,2008,05/05/2008,05/20/2008,2008-05-30,5-30,05/30/2008,01/15/2009,1-2-3 FAMILY,0,1,0,240,0,,,,,2009-01-15,2009-01-15,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,1,
421025759,16-33 200 STREET,16-33,200 STREET,40.783483,-73.793589,,,4129708,4057790005,QUEENS,05779,00052,NB,New Building,NEW TWO STORY REAR ADDITION & CONVERSION TO A TWO FAMILY DWELLING.,Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,05/11/2016 12:00:00 AM,10/06/2014,2014,10/06/2014,11/10/2014,2014-11-12,1-12,12/26/2014,05/11/2016,1-2-3 FAMILY,0,2,0,2696,0,2,2,2,0,2016-05-11,2016-05-11,C- CO,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,,,,,,,,,,,,,,,false,,0,
421034712,16-33 200 STREET,16-33,200 STREET,40.783483,-73.793589,,,4129708,4057790005,QUEENS,05779,00052,NB,New Building,PORPOSED ONE CAR GARAGE. NOTE: THE PLUMBING CONNECTION OF THE LEADERS & GUTTERS TO THE DRYWELL WAS FILED UNDER SEPARATE NB APPLICATION NO. 421025759. THERE IS NO PLUMBING WORK UNDER THIS APPLICATION.,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,05/11/2016 12:00:00 AM,10/01/2014,2014,10/01/2014,11/13/2014,2014-11-18,1-18,11/18/2014,05/11/2016,1-2-3 FAMILY,0,1,0,302,0,,,,,2016-05-11,2016-05-11,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420506483,16-19 201ST STREET,16-19,201ST STREET,40.783769,-73.792693,,,4129743,4057800005,QUEENS,05780,00057,NB,New Building,ONE (1) CAR DETACHED GARAGE FILED IN CONJUNCTION WITH NB HOUSE APPLICATION #,Other,Empty Lot,Garage/Miscellaneous,,U,Complete,SIGNED OFF,01/14/2014 12:00:00 AM,11/21/2011,2011,12/16/2011,01/27/2012,2012-12-04,2-04,03/13/2013,01/14/2014,1-2-3 FAMILY,0,1,0,300,0,,,,,2014-01-14,2014-01-14,C- CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
420506492,16-19 201ST STREET,16-19,201ST STREET,40.783769,-73.792693,,,4129743,4057800005,QUEENS,05780,00057,NB,New Building,"THIS 2 FAMILY NB APPLICATION IS FILED TO SUPERCEDE ALTERATION-1 APPLICATION 402628652. NB APPLICATION FILED FOR ADMINISTRATION PURPOSES ONLY, PRIOR ALTERATION 402628652 EXCEEDS 50pct NEW CONSTRUCTION.",Residential,Empty Lot,Residential: 1 & 2 Family,,R-3,Complete,SIGNED OFF,01/14/2014 12:00:00 AM,11/21/2011,2011,12/16/2011,01/30/2012,2012-05-04,5-04,07/20/2012,01/14/2014,1-2-3 FAMILY,0,2,0,2331,0,2,2,2,0,2014-01-14,2014-01-14,C- CO,2,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,,,,,,,,,,,,,,,false,,0,
410062569,17-49 201 STREET,17-49,201 STREET,40.782155,-73.792377,,,4129759,4057830004,QUEENS,05783,00044,NB,New Building,,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,03/23/2010 12:00:00 AM,02/05/2008,2008,02/05/2008,06/11/2008,2008-08-13,8-13,09/22/2008,03/23/2010,1-2-3 FAMILY,0,2,0,0,0,2,2,0,0,2010-03-23,2010-03-23,C- CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,false,,0,
410092732,17-49 201 STREET,17-49,201 STREET,40.782155,-73.792377,,,4129759,4057830004,QUEENS,05783,00044,NB,New Building,PROPOSE TO ERECT A ONE CAR GARAGE ACCESSORY TO DWELLING ON SAME LOT.THIS FILING MADE IN CONJUCTION WITH NB# 410062569,Other,Empty Lot,"Industrial, Storage & Utilities",,B-2,Complete,SIGNED OFF,03/23/2010 12:00:00 AM,04/01/2008,2008,04/16/2008,06/11/2008,2008-08-13,8-13,08/13/2008,03/23/2010,1-2-3 FAMILY,0,1,0,242,0,,,,,2010-03-23,2010-03-23,C- CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
410051223,203-52 27 AVENUE,203-52,27 AVENUE,40.774622,-73.786973,,,4133138,4059800004,QUEENS,05980,00048,NB,New Building,,Residential,Empty Lot,Residential: 1 & 2 Family,,J-3,Complete,SIGNED OFF,01/28/2010 12:00:00 AM,01/10/2008,2008,01/10/2008,03/04/2008,2008-03-10,3-10,04/30/2008,01/28/2010,1-2-3 FAMILY,0,2,0,0,0,2,2,0,0,2010-01-28,2010-01-28,C- CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,false,,0,
410071407,203-52 27 AVE,203-52,27 AVE,40.774622,-73.786973,,,4133138,4059800004,QUEENS,05980,00048,NB,New Building,"S/S OF 76TH AVENUE, 380 FEET E/S OF SPRINGFIELD BLVD.  (2) 1'-6' SPL + 7' TOTAL 10'LF",Other,Empty Lot,"Industrial, Storage & Utilities",,B-2,Complete,SIGNED OFF,01/27/2010 12:00:00 AM,02/28/2008,2008,03/05/2008,03/19/2008,2008-03-26,3-26,03/26/2008,01/27/2010,1-2-3 FAMILY,0,1,0,400,0,,,,,2010-01-27,2010-01-27,C- CO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0,
